股票代码,股票名称,最新日期,最新价格,最新净资产价格,最新价格与净资产比值,最新季度每股收益,市盈率
300259,新天科技,2015-07-06,9.91,2.9864,3.318,0.05,49.55
300260,新莱应材,2015-07-08,21.09,6.4599,3.265,0.027,195.278
300261,雅本化学,2015-07-08,11.0,2.2875,4.809,0.0527,52.182
300262,巴安水务,2015-07-07,12.51,2.2829,5.48,0.033,94.773
300263,隆华节能,2015-07-03,16.25,4.1093,3.954,0.054,75.231
300264,佳创视讯,2015-07-08,11.21,2.6851,4.175,-0.0189,-148.28
300265,通光线缆,2015-07-08,8.55,5.8859,1.453,0.089,24.017
300266,兴源环境,2015-06-02,55.23,6.3689,8.672,0.0687,200.983
300267,尔康制药,2015-07-08,24.06,1.8392,13.082,0.0992,60.635
300268,万福生科,2015-07-07,13.01,2.2073,5.894,-0.06,-54.208
300269,联建光电,2015-06-29,28.81,12.3264,2.337,0.15,48.017
300270,中威电子,2015-07-08,12.0,4.3614,2.751,0.11,27.273
300271,华宇软件,2015-07-07,29.35,7.98,3.678,0.13,56.442
300272,开能环保,2015-07-06,14.11,2.1212,6.652,0.0332,106.25
300273,和佳股份,2015-07-03,24.49,2.2522,10.874,0.13,47.096
300274,阳光电源,2015-07-06,24.8,3.7064,6.691,0.1,62.0
300275,梅安森,2015-07-08,17.3,4.0219,4.301,-0.07,-61.786
300276,三丰智能,2015-07-08,24.29,2.312,10.506,0.02,303.625
300277,海联讯,2015-07-08,15.25,3.3847,4.506,-0.0155,-245.968
300278,华昌达,2015-03-27,23.43,2.6038,8.998,0.08,73.219
300279,和晶科技,2015-04-21,38.3,4.4418,8.623,0.0533,179.644
300280,南通锻压,2015-07-08,16.42,4.8971,3.353,-0.0142,-289.085
300281,金明精机,2015-07-06,19.58,5.6551,3.462,0.04,122.375
300282,汇冠股份,2015-07-08,38.9,10.6775,3.643,0.085,114.412
300283,温州宏丰,2015-07-08,7.68,4.0818,1.882,0.03,64.0
300284,苏交科,2015-07-07,13.05,4.0092,3.255,0.08,40.781
300285,国瓷材料,2015-07-03,30.05,5.7293,5.245,0.07,107.321
300286,安科瑞,2015-07-08,17.09,3.3309,5.131,0.1,42.725
300287,飞利信,2015-06-01,54.26,4.4517,12.189,0.05,271.3
300288,朗玛信息,2015-07-06,46.0,7.924,5.805,0.11,104.545
300289,利德曼,2015-07-08,32.0,6.23,5.136,0.1,80.0
300290,荣科科技,2015-07-07,23.61,3.2206,7.331,0.0395,149.43
300291,华录百纳,2015-06-29,37.76,9.3165,4.053,0.06,157.333
300292,吴通通讯,2015-07-06,23.18,4.3461,5.334,0.1,57.95
300293,蓝英装备,2015-07-08,15.35,2.8408,5.403,0.04,95.938
300294,博雅生物,2015-04-22,75.46,11.92,6.331,0.6,31.442
300295,三六五网,2015-07-06,75.71,10.1677,7.446,0.3,63.092
300296,利亚德,2015-07-08,14.08,3.5174,4.003,0.11,32.0
300297,蓝盾股份,2015-04-29,70.39,3.6915,19.068,0.053,332.028
300298,三诺生物,2015-07-08,30.8,5.8007,5.31,0.1648,46.723
300299,富春通信,2015-07-01,23.92,2.2338,10.708,-0.01,-598.0
300300,汉鼎股份,2015-07-06,26.6,3.9006,6.819,0.0956,69.561
300301,长方照明,2015-07-02,8.04,2.9256,2.748,0.0263,76.426
300302,同有科技,2015-07-07,24.69,4.6888,5.266,0.01,617.25
300303,聚飞光电,2015-07-02,13.25,3.8724,3.422,0.16,20.703
300304,云意电气,2015-07-06,18.43,4.8494,3.8,0.09,51.194
300305,裕兴股份,2015-07-08,17.9,8.7869,2.037,0.1143,39.151
300306,远方光电,2015-07-02,22.8,8.7809,2.597,0.08,71.25
300307,慈星股份,2015-07-08,9.58,4.7198,2.03,0.05,47.9
300308,中际装备,2015-07-08,11.9,2.5154,4.731,-0.02,-148.75
300309,吉艾科技,2015-07-06,14.01,6.0293,2.324,0.03,116.75
300310,宜通世纪,2015-06-15,47.52,3.03,15.683,0.08,148.5
300311,任子行,2015-07-08,20.94,3.9556,5.294,0.03,174.5
300312,邦讯技术,2015-07-07,27.39,4.9432,5.541,0.012,570.625
300313,天山生物,2015-07-08,12.07,4.2093,2.867,-0.089,-33.904
300314,戴维医疗,2015-07-01,35.98,4.2864,8.394,0.11,81.773
300315,掌趣科技,2015-07-08,9.7,3.1413,3.088,0.06,40.417
300316,晶盛机电,2015-06-23,25.9,4.3478,5.957,0.044,147.159
300317,珈伟股份,2015-07-07,27.25,4.2223,6.454,0.0321,212.227
300318,博晖创新,2015-07-08,28.51,4.4472,6.411,0.0274,260.128
300319,麦捷科技,2015-07-08,21.51,2.4688,8.713,0.03,179.25
300320,海达股份,2015-06-19,18.7,5.5198,3.388,0.152,30.757
300321,同大股份,2015-07-08,52.71,12.1467,4.339,0.1391,94.734
300322,硕贝德,2015-07-07,10.12,2.5873,3.911,-0.04,-63.25
300323,华灿光电,2015-04-28,14.07,3.898,3.61,-0.03,-117.25
300324,旋极信息,2015-07-07,18.45,3.1563,5.845,0.007,658.929
300325,德威新材,2015-07-02,14.76,2.4483,6.029,0.04,92.25
300326,凯利泰,2015-07-07,20.9,6.2852,3.325,0.3441,15.185
300327,中颖电子,2015-07-08,12.85,3.7812,3.398,0.0456,70.45
300328,宜安科技,2015-07-07,18.57,5.7196,3.247,0.0545,85.183
300329,海伦钢琴,2015-07-08,19.11,4.0816,4.682,0.051,93.676
300330,华虹计通,2015-07-08,11.56,2.5739,4.491,0.004,722.5
300331,苏大维格,2015-07-06,35.13,5.174,6.79,0.004,2195.625
300332,天壕节能,2015-07-01,24.41,4.2687,5.718,0.07,87.179
300333,兆日科技,2015-07-08,57.29,7.3365,7.809,0.07,204.607
300334,津膜科技,2015-07-08,16.13,3.3059,4.879,0.02,201.625
300335,迪森股份,2015-07-08,11.65,2.5538,4.562,0.0581,50.129
300336,新文化,2015-07-08,18.55,10.1903,1.82,0.18,25.764
300337,银邦股份,2015-07-07,15.58,4.5815,3.401,-0.0449,-86.748
300338,开元仪器,2015-07-08,10.1,6.032,1.674,0.0151,167.219
300339,润和软件,2015-07-01,43.49,5.1985,8.366,0.04,271.813
300340,科恒股份,2015-07-08,17.69,8.6404,2.047,-0.0522,-84.722
300341,麦迪电气,2015-07-08,15.98,3.0486,5.242,0.0397,100.63
300342,天银机电,2015-07-07,21.65,4.0818,5.304,0.12,45.104
300343,联创节能,2015-07-06,58.37,5.8494,9.979,0.0062,2353.629
300344,太空板业,2015-07-08,8.39,2.8222,2.973,-0.0613,-34.217
300345,红宇新材,2015-07-06,31.45,6.5595,4.795,0.0671,117.176
300346,南大光电,2015-06-24,35.49,11.7517,3.02,0.0899,98.693
300347,泰格医药,2015-07-08,36.0,4.1108,8.757,0.17,52.941
300348,长亮科技,2015-07-02,89.1,8.6921,10.251,0.1147,194.202
300349,金卡股份,2015-06-17,59.79,4.9488,12.082,0.1196,124.979
300350,华鹏飞,2015-07-06,62.01,4.9823,12.446,0.07,221.464
300351,永贵电器,2015-07-08,21.89,3.0145,7.262,0.0618,88.552
300352,北信源,2015-07-07,26.38,2.6285,10.036,0.0011,5995.455
300353,东土科技,2015-06-02,76.22,2.465,30.921,0.0025,7622.0
300354,东华测试,2015-07-08,22.37,3.8104,5.871,-0.0275,-203.364
300355,蒙草抗旱,2015-07-06,11.89,3.3329,3.567,0.06,49.542
300356,光一科技,2015-07-06,33.2,8.0505,4.124,0.0111,747.748
300357,我武生物,2015-07-08,37.0,3.0275,12.221,0.15,61.667
300358,楚天科技,2015-07-08,29.23,3.5231,8.297,0.11,66.432
300359,全通教育,2015-07-08,71.45,3.8774,18.427,0.06,297.708
300360,炬华科技,2015-06-12,44.08,3.7492,11.757,0.18,61.222
300362,天保重装,2015-07-08,28.5,5.9921,4.756,0.0173,411.85
300363,博腾股份,2015-07-08,30.0,3.0199,9.934,0.1146,65.445
300364,中文在线,2015-07-07,59.67,3.78,15.786,-0.13,-114.75
300365,恒华科技,2015-07-08,19.5,6.0525,3.222,0.02,243.75
300366,创意信息,2015-07-06,34.45,5.9929,5.748,-0.0212,-406.25
300367,东方网力,2015-07-07,50.45,7.2241,6.984,0.2151,58.636
300368,汇金股份,2015-07-08,14.48,4.183,3.462,-0.06,-60.333
300369,绿盟科技,2015-07-08,31.99,9.9789,3.206,-0.3309,-24.169
300370,安控科技,2015-07-01,20.14,4.3626,4.617,-0.1268,-39.708
300371,汇中股份,2015-07-08,17.48,4.7869,3.652,-0.01,-437.0
300372,欣泰电气,2015-07-06,12.41,7.7082,1.61,0.0459,67.593
300373,扬杰科技,2015-06-08,82.5,4.4926,18.364,0.19,108.553
300374,恒通科技,2015-07-08,18.14,7.3497,2.468,-0.07,-64.786
300375,鹏翎股份,2015-07-03,20.38,10.5178,1.938,0.3516,14.491
300376,易事特,2015-07-07,26.21,6.2025,4.226,0.14,46.804
300377,赢时胜,2015-05-19,188.02,3.7827,49.705,-0.07,-671.5
300378,鼎捷软件,2015-07-07,53.79,7.3196,7.349,-0.1,-134.475
300379,东方通,2015-07-08,46.0,13.4595,3.418,-0.1024,-112.305
300380,安硕信息,2015-07-08,58.03,6.1043,9.506,0.0398,364.51
300381,溢多利,2015-04-21,41.09,7.0889,5.796,0.0728,141.106
300382,斯莱克,2015-07-08,32.85,12.1069,2.713,0.46,17.853
300383,光环新网,2015-06-16,97.06,6.5927,14.722,0.2,121.325
300384,三联虹普,2015-07-06,64.29,13.9743,4.601,0.8176,19.658
300385,雪浪环境,2015-07-08,38.7,8.2645,4.683,0.1406,68.812
300386,飞天诚信,2015-07-08,49.0,14.849,3.3,0.22,55.682
300387,富邦股份,2015-04-21,61.0,9.5256,6.404,0.24,63.542
300388,国祯环保,2015-07-08,18.57,8.7384,2.125,0.11,42.205
300389,艾比森,2015-07-08,29.02,9.5709,3.032,0.385,18.844
300390,天华超净,2015-07-07,21.15,4.3821,4.826,0.14,37.768
300391,康跃科技,2015-07-08,14.69,5.5123,2.665,0.042,87.44
300392,腾信股份,2015-06-29,133.74,12.1795,10.981,0.22,151.977
300393,中来股份,2015-07-08,40.45,6.4238,6.297,0.23,43.967
300394,天孚通信,2015-07-08,51.85,8.5368,6.074,0.3119,41.56
300395,菲利华,2015-07-08,19.3,10.2317,1.886,0.1871,25.788
300396,迪瑞医疗,2015-07-08,37.76,15.2927,2.469,0.12,78.667
300397,天和防务,2015-07-07,107.04,10.7408,9.966,-0.06,-446.0
300398,飞凯材料,2015-07-08,57.5,8.1544,7.051,0.3,47.917
300399,京天利,2015-07-08,76.59,5.9233,12.93,0.14,136.768
300400,劲拓股份,2015-07-08,25.04,4.5411,5.514,0.05,125.2
300401,花园生物,2015-07-08,13.43,7.8907,1.702,0.07,47.964
300402,宝色股份,2015-07-08,12.61,3.3734,3.738,-0.0975,-32.333
300403,地尔汉宇,2015-07-08,34.93,8.7649,3.985,0.2408,36.265
300404,博济医药,2015-07-07,61.28,4.45,13.771,0.08,191.5
300405,科隆精化,2015-07-08,37.58,9.1362,4.113,-0.0458,-205.131
300406,九强生物,2015-07-08,30.78,8.3708,3.677,0.2192,35.105
300407,凯发电气,2015-07-08,23.92,10.7402,2.227,-0.02,-299.0
300408,三环集团,2015-07-08,35.0,8.81,3.973,0.38,23.026
300409,道氏技术,2015-07-08,39.34,8.8144,4.463,0.13,75.654
300410,正业科技,2015-07-08,36.82,6.4036,5.75,0.0287,320.732
300411,金盾股份,2015-06-05,53.68,6.451,8.321,0.0523,256.597
300412,迦南科技,2015-07-08,30.78,6.7863,4.536,0.09,85.5
300413,快乐购,2015-07-08,27.86,3.8631,7.212,0.0587,118.654
300414,中光防雷,2015-07-08,50.46,0.0,无法计算,0.0,无法计算
300415,伊之密,2015-07-07,26.38,6.2831,4.199,0.1,65.95
300416,苏试试验,2015-07-08,45.27,6.5345,6.928,0.03,377.25
300417,南华仪器,2015-07-08,48.16,8.2681,5.825,0.1333,90.323
300418,昆仑万维,2015-05-04,155.91,8.5946,18.14,0.2798,139.305
300419,浩丰科技,2015-04-23,240.65,12.6136,19.079,0.24,250.677
300420,五洋科技,2015-05-11,38.4,4.8098,7.984,0.0386,248.705
300421,力星股份,2015-05-25,46.53,5.022,9.265,0.108,107.708
300422,博世科,2015-07-06,78.35,5.3742,14.579,0.068,288.051
300423,鲁亿通,2015-07-08,23.23,4.6607,4.984,0.07,82.964
300424,航新科技,2015-07-08,48.6,4.64,10.474,0.13,93.462
300425,环能科技,2015-07-08,46.38,9.1086,5.092,0.0742,156.267
300426,唐德影视,2015-07-07,90.95,9.9426,9.148,0.46,49.429
300427,红相电力,2015-06-29,64.64,5.6746,11.391,-0.08,-202.0
300428,四通新材,2015-07-08,34.41,7.1807,4.792,0.25,34.41
300429,强力新材,2015-07-01,124.23,6.9982,17.752,0.3741,83.019
300430,诚益通,2015-07-08,70.47,9.356,7.532,0.23,76.598
300431,暴风科技,2015-06-10,307.56,3.75,82.016,-0.0357,-2153.782
300432,富临精工,2015-07-01,81.5,6.8129,11.963,0.47,43.351
300433,蓝思科技,2015-07-08,80.0,13.841,5.78,0.67,29.851
300434,金石东方,2015-07-08,35.04,4.35,8.055,0.17,51.529
300435,中泰股份,2015-07-08,34.94,7.1708,4.873,0.2,43.675
300436,广生堂,2015-07-08,111.43,3.29,33.869,0.49,56.852
300437,清水源,2015-07-08,47.3,4.85,9.753,0.183,64.617
300438,鹏辉能源,2015-07-08,45.12,7.57,5.96,0.22,51.273
300439,美康生物,2015-07-07,83.71,5.26,15.914,0.39,53.66
300440,运达科技,2015-07-08,42.54,6.35,6.699,0.1,106.35
300441,鲍斯股份,2015-07-08,31.55,4.18,7.548,0.11,71.705
300442,普丽盛,2015-07-08,40.09,6.81,5.887,0.16,62.641
300443,金雷风电,2015-07-08,91.53,9.95,9.199,0.6,38.138
300444,双杰电气,2015-07-08,32.08,3.83,8.376,0.72,11.139
300445,康斯特,2015-07-08,58.53,5.91,9.904,0.135,108.389
300446,乐凯新材,2015-07-08,82.38,5.29,15.573,0.6,34.325
300447,全信股份,2015-07-08,50.22,4.53,11.086,0.8107,15.487
300448,浩云科技,2015-07-08,59.94,3.65,16.422,-0.2,-74.925
300449,汉邦高科,2015-07-08,65.21,5.96,10.941,-0.09,-181.139
300450,先导股份,2015-07-08,84.45,5.7244,14.753,0.4849,43.54
300451,创业软件,2015-07-08,110.12,6.7911,16.215,0.04,688.25
300452,山河药辅,2015-07-08,46.62,0.0,无法计算,0.0,无法计算
300453,三鑫医疗,2015-07-08,35.23,0.0,无法计算,0.0,无法计算
300455,康拓红外,2015-07-08,27.95,0.0,无法计算,0.0,无法计算
300456,耐威科技,2015-07-08,67.59,0.0,无法计算,0.0,无法计算
300457,赢合科技,2015-07-07,53.14,0.0,无法计算,0.0,无法计算
300458,全志科技,2015-07-08,56.49,0.0,无法计算,0.0,无法计算
300459,浙江金科,2015-07-08,33.21,0.0,无法计算,0.0,无法计算
300460,惠伦晶体,2015-07-08,24.22,2.9465,8.22,0.07,86.5
300461,田中精机,2015-07-08,29.96,4.0,7.49,0.1,74.9
300462,华铭智能,2015-07-08,38.21,0.0,无法计算,0.0,无法计算
300463,迈克生物,2015-07-08,57.51,5.3596,10.73,0.33,43.568
300464,星徽精密,2015-07-08,23.98,4.26,5.629,0.08,74.938
300465,高伟达,2015-07-08,60.75,3.59,16.922,0.04,379.688
300466,赛摩电气,2015-07-07,27.28,4.4564,6.122,0.07,97.429
300467,迅游科技,2015-07-08,176.12,3.5789,49.211,0.56,78.625
300468,四方精创,2015-07-08,53.1,0.0,无法计算,0.0,无法计算
300469,信息发展,2015-07-08,42.72,2.7772,15.382,-0.405,-26.37
300470,日机密封,2015-07-08,58.0,8.893,6.522,0.41,35.366
300471,厚普股份,2015-07-08,94.77,10.1269,9.358,0.473,50.09
300472,新元科技,2015-07-08,30.79,3.8637,7.969,0.13,59.212
300473,德尔股份,2015-07-08,45.77,9.69,4.723,1.7959,6.371
300475,聚隆科技,2015-07-08,17.7,3.8712,4.572,0.19,23.289
300476,胜宏科技,2015-07-08,26.75,5.33,5.019,0.94,7.114
300477,合纵科技,2015-07-08,23.03,4.7256,4.873,0.0,无法计算
300478,杭州高新,2015-07-08,30.02,4.86,6.177,0.92,8.158
300479,神思电子,2015-07-08,42.91,3.2778,13.091,0.22,48.761
300480,光力科技,2015-07-08,15.35,4.22,3.637,0.49,7.832
300481,濮阳惠成,2015-07-08,22.51,4.0108,5.612,0.0,无法计算
300482,万孚生物,2015-07-08,40.81,5.05,8.081,0.31,32.911
300483,沃施股份,2015-07-08,29.04,5.0204,5.784,0.28,25.929
300485,赛升药业,2015-07-08,68.45,7.18,9.533,2.25,7.606
300486,东杰智能,2015-07-08,20.4,3.6588,5.576,0.02,255.0
300487,蓝晓科技,2015-07-08,31.28,6.41,4.88,1.0,7.82
300488,恒锋工具,2015-07-08,39.87,6.49,6.143,1.36,7.329
300489,中飞股份,2015-07-08,40.73,7.2151,5.645,0.1528,66.639
600000,浦发银行,2015-07-08,15.98,13.701,1.166,0.6,6.658
600004,白云机场,2015-07-08,11.24,7.6481,1.47,0.269,10.446
600005,武钢股份,2015-07-08,4.21,3.6281,1.16,0.045,23.389
600006,东风汽车,2015-07-08,7.01,3.112,2.253,0.0684,25.621
600007,中国国贸,2015-07-08,10.78,5.3369,2.02,0.15,17.967
600008,首创股份,2015-07-08,7.78,3.4295,2.269,0.0193,100.777
600009,上海机场,2015-07-08,24.01,9.9069,2.424,0.33,18.189
600010,包钢股份,2015-07-08,4.5,1.1843,3.8,0.0006,1875.0
600011,华能国际,2015-07-08,10.05,4.8795,2.06,0.35,7.179
600012,皖通高速,2015-07-08,9.43,4.718,1.999,0.1346,17.515
600015,DR华夏银,2015-07-08,12.62,11.83,1.067,0.46,6.859
600016,民生银行,2015-07-08,10.17,7.42,1.371,0.39,6.519
600017,日照港,2015-07-08,5.39,3.276,1.645,0.042,32.083
600018,上港集团,2015-07-08,7.58,2.4725,3.066,0.0661,28.669
600019,宝钢股份,2015-07-08,6.75,7.0585,0.956,0.09,18.75
600020,中原高速,2015-07-08,4.64,3.5242,1.317,0.0909,12.761
600021,上海电力,2015-07-08,15.58,4.6988,3.316,0.139,28.022
600022,山东钢铁,2015-07-08,3.3,1.7751,1.859,-0.0295,-27.966
600023,浙能电力,2015-07-08,7.16,3.782,1.893,0.11,16.273
600026,中海发展,2015-07-08,7.7,6.4247,1.198,0.018,106.944
600027,华电国际,2015-07-08,6.43,3.7974,1.693,0.2,8.037
600028,中国石化,2015-07-08,6.72,5.5464,1.212,0.014,120.0
600029,南方航空,2015-07-08,8.83,3.8147,2.315,0.19,11.618
600030,中信证券,2015-07-08,23.43,9.4392,2.482,0.35,16.736
600031,三一重工,2015-07-08,6.03,3.0672,1.966,0.0041,367.683
600033,福建高速,2015-07-08,3.75,2.8898,1.298,0.0574,16.333
600035,楚天高速,2015-07-08,4.73,3.2522,1.454,0.18,6.569
600036,招商银行,2015-07-08,18.38,13.14,1.399,0.68,6.757
600037,歌华有线,2015-07-08,19.36,6.0293,3.211,0.101,47.921
600038,中直股份,2015-07-08,38.34,10.5818,3.623,0.1049,91.373
600039,四川路桥,2015-07-08,4.71,2.4945,1.888,0.0282,41.755
600048,保利地产,2015-07-08,9.37,5.8449,1.603,0.12,19.521
600050,中国联通,2015-07-08,6.52,3.6975,1.763,0.0495,32.929
600051,宁波联合,2015-07-08,8.51,6.6783,1.274,0.307,6.93
600052,浙江广厦,2015-07-07,7.5,2.2347,3.356,-0.09,-20.833
600053,中江地产,2015-03-20,13.2,2.0359,6.484,0.0135,244.444
600054,黄山旅游,2015-07-07,14.09,4.7426,2.971,0.0304,115.872
600055,华润万东,2015-07-08,30.7,2.9936,10.255,-0.092,-83.424
600056,中国医药,2015-07-08,13.36,5.1249,2.607,0.1757,19.01
600057,象屿股份,2015-07-08,7.57,3.7074,2.042,0.07,27.036
600058,五矿发展,2015-07-08,17.36,7.9714,2.178,-0.0906,-47.903
600059,古越龙山,2015-07-08,8.79,4.6554,1.888,0.07,31.393
600060,海信电器,2015-07-08,16.07,8.6386,1.86,0.369,10.888
600061,中纺投资,2015-06-05,37.82,6.3201,5.984,0.2,47.275
600062,华润双鹤,2015-07-08,19.79,10.2305,1.934,0.2894,17.096
600063,皖维高新,2015-07-08,5.09,2.52,2.02,0.014,90.893
600064,南京高科,2015-07-08,16.41,16.3535,1.003,0.692,5.928
600066,宇通客车,2015-07-08,17.9,7.5693,2.365,0.2528,17.702
600067,冠城大通,2015-07-07,7.25,4.5642,1.588,0.05,36.25
600068,葛洲坝,2015-07-08,7.41,4.6143,1.606,0.111,16.689
600069,*ST银鸽,2015-07-08,5.0,1.003,4.985,-0.06,-20.833
600070,浙江富润,2015-07-07,10.66,3.6903,2.889,0.004,666.25
600071,*ST光学,2015-07-08,17.65,2.0603,8.567,-0.013,-339.423
600072,钢构工程,2015-07-08,15.31,2.381,6.43,0.007,546.786
600073,上海梅林,2015-07-07,9.14,3.32,2.753,0.048,47.604
600074,保千里,2015-06-25,20.94,0.5042,41.531,0.04,130.875
600075,新疆天业,2015-06-03,16.0,3.57,4.482,0.06,66.667
600076,青鸟华光,2015-07-08,6.7,0.3335,20.09,-0.01,-167.5
600077,宋都股份,2015-07-07,5.8,7.7949,0.744,0.005,290.0
600078,澄星股份,2015-07-07,9.0,2.6906,3.345,0.0114,197.368
600079,人福医药,2015-07-08,27.83,11.4611,2.428,0.26,26.76
600080,金花股份,2015-07-07,8.04,3.3481,2.401,0.0078,257.692
600081,东风科技,2015-07-08,11.38,3.3672,3.38,0.2137,13.313
600082,海泰发展,2015-07-08,4.87,2.6961,1.806,-0.01,-121.75
600083,博信股份,2015-07-08,8.03,0.1753,45.807,0.005,401.5
600084,中葡股份,2015-07-07,8.14,2.1201,3.839,-0.046,-44.239
600085,同仁堂,2015-07-08,22.55,4.9015,4.601,0.183,30.806
600086,东方金钰,2015-07-08,37.74,5.8357,6.467,0.4404,21.424
600088,中视传媒,2015-07-08,17.59,3.4645,5.077,0.027,162.87
600089,特变电工,2015-07-08,12.31,6.1856,1.99,0.1695,18.156
600090,啤酒花,2015-07-08,10.04,1.2611,7.961,0.033,76.061
600091,*ST明科,2015-07-08,9.93,0.7933,12.517,-0.08,-31.031
600093,禾嘉股份,2015-07-07,10.81,1.463,7.389,0.039,69.295
600094,大名城,2015-06-25,20.2,2.7672,7.3,0.0109,463.303
600095,哈高科,2015-07-08,7.05,1.9811,3.559,-0.0065,-271.154
600096,云天化,2015-07-08,8.21,4.9265,1.666,0.0257,79.864
600097,开创国际,2015-06-04,30.4,2.1121,14.393,-0.26,-29.231
600098,XD广州发,2015-07-08,7.61,5.1881,1.467,0.0869,21.893
600099,林海股份,2015-04-14,13.37,2.1459,6.23,0.0026,1285.577
600100,同方股份,2015-07-08,11.48,5.7031,2.013,0.0631,45.483
600101,明星电力,2015-07-08,7.43,5.7094,1.301,0.086,21.599
600103,青山纸业,2015-07-07,5.0,1.1219,4.457,-0.0495,-25.253
600104,上汽集团,2015-07-08,22.98,14.9799,1.534,0.677,8.486
600105,永鼎股份,2015-07-02,18.43,4.4978,4.098,0.045,102.389
600106,重庆路桥,2015-07-08,6.41,3.3423,1.918,0.0435,36.839
600107,美尔雅,2015-07-08,7.82,1.4431,5.419,-0.013,-150.385
600108,亚盛集团,2015-07-08,5.51,2.4301,2.267,0.0149,92.45
600109,国金证券,2015-07-07,16.58,3.6428,4.551,0.134,30.933
600110,中科英华,2015-06-25,13.8,1.565,8.818,0.0062,556.452
600111,北方稀土,2015-07-08,12.98,3.46,3.751,0.031,104.677
600112,天成控股,2015-07-08,10.25,2.501,4.098,0.0115,222.826
600113,浙江东日,2015-07-08,16.27,1.8496,8.796,0.006,677.917
600114,东睦股份,2015-07-08,9.7,3.6527,2.656,0.08,30.312
600115,东方航空,2015-07-08,7.57,2.3038,3.286,0.1234,15.336
600116,三峡水利,2015-07-08,10.95,6.1415,1.783,0.15,18.25
600117,西宁特钢,2015-07-07,6.15,3.5291,1.743,-0.11,-13.977
600118,中国卫星,2015-07-08,31.47,0.0,无法计算,0.0,无法计算
600119,长江投资,2015-07-07,13.81,2.536,5.446,0.04,86.313
600120,浙江东方,2015-07-08,18.83,9.1645,2.055,0.19,24.776
600121,郑州煤电,2015-07-07,6.17,4.1121,1.5,0.0243,63.477
600122,宏图高科,2015-06-30,16.42,7.5987,2.161,0.1222,33.592
600123,兰花科创,2015-07-08,6.92,8.3899,0.825,0.0075,230.667
600125,铁龙物流,2015-07-07,9.12,3.6463,2.501,0.058,39.31
600126,杭钢股份,2015-07-07,6.0,3.8696,1.551,-0.07,-21.429
600127,金健米业,2015-07-08,7.23,1.4156,5.107,0.0033,547.727
600128,弘业股份,2015-07-08,9.98,6.0845,1.64,0.0186,134.14
600129,太极集团,2015-07-08,14.83,2.4143,6.143,0.048,77.24
600130,波导股份,2015-07-08,9.99,1.1815,8.455,0.012,208.125
600131,岷江水电,2015-07-08,6.64,1.6445,4.038,0.047,35.319
600132,重庆啤酒,2015-07-08,13.73,2.6836,5.116,0.0456,75.274
600133,东湖高新,2015-07-08,6.4,2.4049,2.661,0.0127,125.984
600135,乐凯胶片,2015-07-08,10.7,2.9053,3.683,0.0032,835.937
600136,道博股份,2015-03-23,25.24,4.9386,5.111,0.0012,5258.333
600137,浪莎股份,2015-05-28,43.84,4.75,9.229,0.004,2740.0
600138,中青旅,2015-07-08,16.57,6.1944,2.675,0.0938,44.163
600139,西部资源,2015-06-05,22.12,1.93,11.461,-0.0323,-171.207
600141,兴发集团,2015-07-08,10.81,9.2872,1.164,0.0427,63.29
600143,金发科技,2015-07-08,7.42,3.2054,2.315,0.08,23.188
600145,*ST国创,2015-04-08,6.66,-3.7996,-1.753,-0.0071,-234.507
600146,大元股份,2015-07-02,26.56,0.73,36.384,-0.012,-553.333
600148,长春一东,2015-07-08,12.79,2.6596,4.809,0.037,86.419
600149,廊坊发展,2015-07-08,11.29,0.7141,15.81,-0.0036,-784.028
600150,中国船舶,2015-07-08,30.75,12.7204,2.417,0.09,85.417
600151,航天机电,2015-07-08,9.41,2.9224,3.22,-0.069,-34.094
600152,维科精华,2015-07-08,6.47,1.9187,3.372,-0.06,-26.958
600153,建发股份,2015-06-26,17.51,6.2349,2.808,0.13,33.673
600155,宝硕股份,2015-03-06,14.98,0.2164,69.224,-0.05,-74.9
600156,华升股份,2015-07-08,6.8,1.6755,4.058,-0.0204,-83.333
600157,永泰能源,2015-07-08,4.35,2.3106,1.883,0.007,155.357
600158,中体产业,2015-07-08,15.23,1.8011,8.456,0.0129,295.155
600159,大龙地产,2015-07-08,4.48,2.5528,1.755,-0.0139,-80.576
600160,巨化股份,2015-07-07,7.12,4.012,1.775,0.0009,1977.778
600161,天坛生物,2015-07-08,20.46,3.7889,5.4,0.02,255.75
600162,香江控股,2015-07-08,6.24,2.4355,2.562,0.08,19.5
600163,*ST南纸,2015-07-08,6.0,0.0016,3750.0,-0.144,-10.417
600165,新日恒力,2015-07-08,15.09,3.269,4.616,-0.118,-31.97
600166,福田汽车,2015-07-08,5.38,5.5038,0.978,0.038,35.395
600167,联美控股,2015-05-26,25.76,5.2909,4.869,0.6041,10.66
600168,武汉控股,2015-07-08,8.45,5.8168,1.453,0.13,16.25
600169,太原重工,2015-07-08,5.09,2.2346,2.278,0.0016,795.312
600170,上海建工,2015-07-08,7.01,4.2241,1.66,0.08,21.906
600171,上海贝岭,2015-07-08,13.01,2.3803,5.466,0.002,1626.25
600172,黄河旋风,2015-07-03,15.19,5.04,3.014,0.0905,41.961
600173,卧龙地产,2015-07-07,5.45,2.243,2.43,0.0279,48.835
600175,美都能源,2015-06-26,10.64,1.8429,5.774,0.01,266.0
600176,中国巨石,2015-07-08,17.3,4.9062,3.526,0.2128,20.324
