股票代码,股票名称,最新日期,最新价格,最新净资产价格,最新价格与净资产比值,最新季度每股收益,市盈率
000001,平安银行,2015-07-08,13.19,9.97,1.323,0.41,8.043
000002,万  科Ａ,2015-07-08,13.26,8.05,1.647,0.059,56.186
000004,国农科技,2015-07-08,22.22,0.9339,23.793,-0.0221,-251.357
000005,世纪星源,2015-07-07,5.42,0.7236,7.49,-0.0088,-153.977
000006,深振业Ａ,2015-07-08,9.25,3.2123,2.88,0.1494,15.479
000007,零七股份,2015-05-20,29.17,1.515,19.254,-0.0211,-345.616
000008,神州高铁,2015-07-03,26.6,3.4555,7.698,0.0766,86.815
000009,中国宝安,2015-07-06,10.7,2.3408,4.571,0.03,89.167
000010,深华新,2015-07-06,7.4,0.9255,7.996,-0.0037,-500.0
000011,深物业A,2015-07-08,7.91,3.4825,2.271,0.0006,3295.833
000012,南  玻Ａ,2015-07-08,11.46,0.0,无法计算,0.0,无法计算
000014,沙河股份,2015-07-08,12.74,3.3032,3.857,0.0017,1873.529
000016,深康佳Ａ,2015-06-11,30.17,3.4148,8.835,0.0064,1178.516
000017,深中华A,2015-07-08,10.21,0.0221,461.991,0.0005,5105.0
000018,中冠A,2015-07-08,19.47,0.7742,25.149,-0.002,-2433.75
000019,深深宝Ａ,2015-07-08,10.37,3.193,3.248,-0.0316,-82.041
000020,深华发Ａ,2015-07-06,18.4,0.9954,18.485,0.0018,2555.556
000021,深科技,2015-07-07,9.01,3.5264,2.555,0.0393,57.316
000022,深赤湾Ａ,2015-04-22,26.69,6.5436,4.079,0.159,41.965
000023,深天地Ａ,2015-07-06,17.91,2.5982,6.893,-0.01,-447.75
000024,招商地产,2015-04-02,31.96,12.3277,2.593,0.25,31.96
000025,特  力Ａ,2015-07-08,10.98,2.7791,3.951,0.0032,857.813
000026,飞亚达Ａ,2015-07-08,9.47,4.2823,2.211,0.114,20.768
000027,深圳能源,2015-07-08,7.02,6.8594,1.023,0.1378,12.736
000028,国药一致,2015-07-08,52.49,13.6823,3.836,0.543,24.167
000029,深深房Ａ,2015-07-08,7.16,2.1609,3.313,0.0246,72.764
000030,富奥股份,2015-07-08,10.97,3.4419,3.187,0.12,22.854
000031,中粮地产,2015-07-08,10.79,3.2948,3.275,0.04,67.438
000032,深桑达Ａ,2015-07-08,11.03,3.8305,2.88,0.002,1378.75
000033,*ST新都,2015-04-29,10.38,-0.557,-18.636,-0.0177,-146.61
000034,深信泰丰,2015-03-20,9.2,0.5269,17.461,0.064,35.938
000035,中国天楹,2015-06-16,23.43,4.6545,5.034,0.07,83.679
000036,华联控股,2015-07-08,4.24,1.6622,2.551,-0.008,-132.5
000037,深南电Ａ,2015-07-08,7.06,1.9613,3.6,-0.15,-11.767
000038,深大通,2015-03-23,27.04,1.1356,23.811,-0.006,-1126.667
000039,中集集团,2015-07-08,18.21,8.5453,2.131,0.1861,24.463
000040,宝安地产,2015-07-06,9.69,2.7178,3.565,0.014,173.036
000042,中洲控股,2015-07-08,17.62,7.8532,2.244,0.9634,4.572
000043,中航地产,2015-07-08,8.14,5.1547,1.579,-0.1023,-19.892
000045,深纺织Ａ,2015-07-08,9.45,4.3108,2.192,0.0086,274.709
000046,泛海控股,2015-07-08,11.0,2.1024,5.232,0.0566,48.587
000048,康达尔,2015-07-08,13.56,1.3396,10.122,0.0153,221.569
000049,德赛电池,2015-07-08,38.15,3.9041,9.772,0.288,33.116
000050,深天马Ａ,2015-07-06,15.4,7.312,2.106,0.1142,33.713
000055,方大集团,2015-07-06,9.34,1.6536,5.648,0.0205,113.902
000056,深国商,2015-07-07,18.14,7.1954,2.521,0.02,226.75
000058,深 赛 格,2015-07-07,11.27,1.6824,6.699,0.0272,103.585
000059,*ST华锦,2015-07-08,7.57,5.275,1.435,-0.09,-21.028
000060,中金岭南,2015-07-07,10.98,3.2928,3.335,0.028,98.036
000061,农 产 品,2015-07-08,11.51,2.8781,3.999,-0.0032,-899.219
000062,深圳华强,2015-07-08,30.29,3.6139,8.382,0.078,97.083
000063,中兴通讯,2015-07-08,17.96,9.61,1.869,0.24,18.708
000065,北方国际,2015-07-08,22.91,3.8741,5.914,0.09,63.639
000066,长城电脑,2015-06-17,21.54,1.8903,11.395,-0.0654,-82.339
000068,华控赛格,2015-01-26,10.09,0.5948,16.964,-0.0112,-225.223
000069,华侨城Ａ,2015-07-07,8.19,3.9377,2.08,0.071,28.838
000070,特发信息,2015-07-07,15.53,3.9932,3.889,0.0497,78.119
000078,海王生物,2015-07-07,13.02,2.0044,6.496,0.0376,86.569
000088,盐 田 港,2015-07-08,8.6,2.6782,3.211,0.0384,55.99
000089,深圳机场,2015-07-08,6.48,4.7261,1.371,0.0543,29.834
000090,天健集团,2015-07-02,20.28,7.0718,2.868,0.0854,59.368
000096,广聚能源,2015-07-08,11.13,3.7867,2.939,0.2626,10.596
000099,中信海直,2015-07-08,9.75,4.5036,2.165,0.0592,41.174
000100,TCL 集团,2015-07-08,4.49,1.9278,2.329,0.0686,16.363
000150,宜华健康,2015-04-14,52.7,3.7798,13.943,0.0083,1587.349
000151,中成股份,2015-07-08,16.22,3.4371,4.719,0.0806,50.31
000153,丰原药业,2015-07-07,8.1,3.5842,2.26,0.0192,105.469
000155,*ST川化,2015-07-08,9.2,-1.8624,-4.94,-0.11,-20.909
000156,华数传媒,2015-07-08,25.24,4.2967,5.874,0.11,57.364
000157,中联重科,2015-07-08,5.39,5.238,1.029,-0.05,-26.95
000158,常山股份,2015-07-06,14.37,3.3827,4.248,-0.057,-63.026
000159,国际实业,2015-07-08,6.67,4.4494,1.499,-0.02,-83.375
000166,申万宏源,2015-07-08,12.96,2.77,4.679,0.19,17.053
000301,东方市场,2015-07-07,5.0,2.5945,1.927,0.03,41.667
000333,美的集团,2015-07-08,30.81,10.1853,3.025,0.79,9.75
000338,潍柴动力,2015-07-08,20.51,15.8002,1.298,0.3,17.092
000400,许继电气,2015-07-08,17.22,5.6331,3.057,0.0105,410.0
000401,冀东水泥,2015-07-08,8.44,8.3071,1.016,-0.445,-4.742
000402,金 融 街,2015-07-08,8.65,8.3702,1.033,0.27,8.009
000403,ST生化,2015-01-26,19.57,1.6021,12.215,0.05,97.85
000404,华意压缩,2015-07-08,6.06,3.7409,1.62,0.0689,21.988
000407,胜利股份,2015-07-07,6.0,2.2903,2.62,0.01,150.0
000408,金谷源,2015-07-07,11.63,0.5398,21.545,0.0022,1321.591
000409,山东地矿,2015-07-08,8.07,2.1278,3.793,-0.06,-33.625
000410,沈阳机床,2015-07-08,13.44,3.356,4.005,-0.18,-18.667
000411,英特集团,2015-07-08,18.85,3.0277,6.226,0.0811,58.107
000413,东旭光电,2015-07-06,8.4,2.3998,3.5,0.08,26.25
000415,渤海租赁,2015-07-06,7.38,5.65,1.306,0.1391,13.264
000416,民生控股,2015-05-28,17.52,1.6166,10.838,0.0226,193.805
000417,合肥百货,2015-07-07,7.64,4.3116,1.772,0.1394,13.702
000418,小天鹅Ａ,2015-07-08,18.38,7.3876,2.488,0.38,12.092
000419,通程控股,2015-07-08,5.83,3.372,1.729,0.0683,21.34
000420,吉林化纤,2015-07-08,6.13,1.3233,4.632,-0.0551,-27.813
000421,南京中北,2015-07-08,8.96,3.829,2.34,0.151,14.834
000422,湖北宜化,2015-07-08,6.4,6.8358,0.936,0.012,133.333
000423,东阿阿胶,2015-07-08,39.11,9.8598,3.967,0.8044,12.155
000425,徐工机械,2015-07-02,11.02,8.8104,1.251,-0.17,-16.206
000426,兴业矿业,2015-07-07,9.76,4.6303,2.108,0.0131,186.26
000428,华天酒店,2015-07-08,5.95,2.0751,2.867,-0.07,-21.25
000429,粤高速Ａ,2015-04-07,6.52,4.0337,1.616,0.07,23.286
000430,张家界,2015-07-08,7.2,1.5242,4.724,-0.0141,-127.66
000488,晨鸣纸业,2015-07-08,6.75,7.2328,0.933,0.05,33.75
000498,山东路桥,2015-07-08,5.27,1.5656,3.366,0.0296,44.51
000501,鄂武商Ａ,2015-07-08,15.9,7.5277,2.112,0.52,7.644
000502,绿景控股,2015-02-27,13.1,1.0873,12.048,-0.0155,-211.29
000503,海虹控股,2015-07-03,35.74,1.4391,24.835,-0.0207,-431.643
000504,南华生物,2015-07-06,16.41,0.0029,5658.621,-0.0122,-336.27
000505,珠江控股,2015-07-08,7.61,-0.0928,-82.004,0.16,11.891
000506,中润资源,2015-07-07,10.04,1.4981,6.702,-0.0117,-214.53
000507,珠海港,2015-07-07,6.26,3.0765,2.035,-0.0244,-64.139
000509,华塑控股,2015-07-06,6.12,0.0379,161.478,-0.0141,-108.511
000510,*ST金路,2015-07-08,6.01,1.1237,5.348,-0.0865,-17.37
000511,烯碳新材,2015-07-08,6.73,1.2068,5.577,-0.004,-420.625
000513,丽珠集团,2015-07-08,53.47,13.5032,3.96,0.62,21.56
000514,渝 开 发,2015-07-08,6.53,3.3109,1.972,-0.0222,-73.536
000516,国际医学,2015-07-08,16.97,2.3738,7.149,0.14,30.304
000517,荣安地产,2015-07-03,12.74,3.4602,3.682,0.0022,1447.727
000518,四环生物,2015-03-06,6.29,0.6713,9.37,0.0098,160.459
000519,江南红箭,2015-06-12,26.06,5.4675,4.766,0.07,93.071
000521,美菱电器,2015-07-08,6.51,4.5517,1.43,0.072,22.604
000523,广州浪奇,2015-07-07,10.4,2.4053,4.324,0.011,236.364
000524,岭南控股,2015-07-08,11.51,2.1508,5.351,0.027,106.574
000525,红 太 阳,2015-07-08,13.95,7.6488,1.824,0.159,21.934
000526,银润投资,2015-02-06,22.3,1.6435,13.569,0.0175,318.571
000528,柳    工,2015-07-08,7.98,0.0,无法计算,0.0,无法计算
000529,广弘控股,2015-07-08,8.49,1.8531,4.582,0.03,70.75
000530,大冷股份,2015-07-08,9.45,5.6838,1.663,0.06,39.375
000531,穗恒运Ａ,2015-07-08,8.41,4.788,1.756,0.1689,12.448
000532,力合股份,2015-07-08,16.46,1.986,8.288,0.0132,311.742
000533,万 家 乐,2015-07-08,7.7,1.9436,3.962,0.08,24.063
000534,万泽股份,2015-04-13,16.01,2.5424,6.297,0.0289,138.495
000536,华映科技,2015-07-06,11.57,3.6029,3.211,0.0392,73.788
000537,广宇发展,2015-07-08,6.36,3.625,1.754,0.1,15.9
000538,云南白药,2015-07-08,64.2,11.2796,5.692,0.54,29.722
000539,粤电力Ａ,2015-06-05,14.53,5.0606,2.871,0.17,21.368
000540,中天城投,2015-07-08,9.5,1.781,5.334,0.1567,15.156
000541,佛山照明,2015-07-08,8.15,3.1949,2.551,0.102,19.975
000543,皖能电力,2015-06-12,21.36,8.9277,2.393,0.32,16.688
000544,中原环保,2015-07-08,12.56,3.3692,3.728,0.08,39.25
000545,金浦钛业,2015-05-15,21.34,3.3143,6.439,0.03,177.833
000546,金圆股份,2015-07-07,7.12,2.6815,2.655,-0.0588,-30.272
000547,闽福发Ａ,2015-07-07,15.76,2.4695,6.382,0.07,56.286
000548,湖南投资,2015-07-08,7.18,2.9836,2.406,0.002,897.5
000550,江铃汽车,2015-07-08,28.83,12.9429,2.227,0.67,10.757
000551,创元科技,2015-07-08,7.64,3.3435,2.285,0.03,63.667
000552,靖远煤电,2015-07-07,8.98,5.3791,1.669,0.0594,37.795
000553,沙隆达Ａ,2015-07-08,9.2,3.5144,2.618,0.1297,17.733
000554,泰山石油,2015-07-08,10.48,1.902,5.51,0.0021,1247.619
000555,神州信息,2015-07-07,55.12,6.436,8.564,0.0525,262.476
000557,*ST广夏,2015-07-08,6.57,0.205,32.049,0.0002,8212.5
000558,莱茵置业,2015-06-12,32.8,1.9185,17.097,0.0033,2484.848
000559,万向钱潮,2015-07-08,11.65,2.1891,5.322,0.107,27.22
000560,昆百大Ａ,2015-07-06,20.34,7.2552,2.804,0.0145,350.69
000561,烽火电子,2015-07-08,7.39,1.5499,4.768,-0.03,-61.583
000563,陕国投Ａ,2015-07-08,8.92,3.3604,2.654,0.0619,36.026
000565,渝三峡Ａ,2015-07-08,21.93,3.7149,5.903,0.05,109.65
000566,海南海药,2015-06-17,50.0,3.9583,12.632,0.12,104.167
000567,海德股份,2015-06-16,33.71,1.2941,26.049,0.0035,2407.857
000568,泸州老窖,2015-07-08,19.8,7.3144,2.707,0.385,12.857
000570,苏常柴Ａ,2015-07-08,8.5,3.6223,2.347,0.03,70.833
000571,新大洲Ａ,2015-07-07,5.28,2.7185,1.942,0.0323,40.867
000572,海马汽车,2015-07-08,5.58,4.4635,1.25,0.0787,17.726
000573,粤宏远Ａ,2015-07-08,4.25,2.5378,1.675,-0.0232,-45.797
000576,广东甘化,2015-07-08,8.89,2.2743,3.909,-0.0297,-74.832
000581,威孚高科,2015-07-07,23.95,11.1695,2.144,0.43,13.924
000582,北部湾港,2015-07-08,16.57,4.2674,3.883,0.126,32.877
000584,友利控股,2015-07-08,10.58,3.174,3.333,0.0678,39.012
000585,东北电气,2015-07-08,4.01,0.3248,12.346,-0.003,-334.167
000586,汇源通信,2015-05-22,18.91,1.0894,17.358,-0.006,-787.917
000587,金叶珠宝,2015-07-02,18.74,2.4005,7.807,0.06,78.083
000589,黔轮胎Ａ,2015-07-07,6.97,4.9215,1.416,0.06,29.042
000590,*ST古汉,2015-07-08,17.97,0.8734,20.575,0.0459,97.876
000591,桐 君 阁,2015-07-08,11.81,1.4861,7.947,0.0375,78.733
000592,平潭发展,2015-06-29,29.76,1.3442,22.14,0.001,7440.0
000593,大通燃气,2015-07-07,7.67,2.3831,3.218,0.008,239.688
000594,国恒退,2015-07-08,1.11,1.7337,0.64,-0.0066,-42.045
000595,宝塔实业,2015-07-07,7.53,2.3083,3.262,-0.081,-23.241
000596,古井贡酒,2015-07-08,28.95,8.9526,3.234,0.6,12.063
000597,东北制药,2015-07-08,6.96,5.548,1.255,-0.07,-24.857
000598,兴蓉环境,2015-07-08,5.9,2.5353,2.327,0.06,24.583
000599,青岛双星,2015-07-07,7.69,3.7116,2.072,0.013,147.885
000600,建投能源,2015-07-08,11.79,5.32,2.216,0.303,9.728
000601,韶能股份,2015-07-07,5.68,3.5288,1.61,0.0347,40.922
000603,盛达矿业,2015-07-08,13.76,7.7576,1.774,0.06,57.333
000605,渤海股份,2015-07-06,17.42,4.9448,3.523,0.0291,149.656
000606,青海明胶,2015-07-08,6.32,1.675,3.773,-0.0423,-37.352
000607,华媒控股,2015-07-07,8.72,1.2401,7.032,0.0002,10900.0
000608,阳光股份,2015-05-22,8.23,4.3231,1.904,-0.07,-29.393
000609,绵世股份,2015-07-08,7.92,4.2824,1.849,-0.0146,-135.616
000610,西安旅游,2015-07-07,9.61,3.2409,2.965,-0.0408,-58.885
000611,*ST蒙发,2015-07-08,7.63,1.6658,4.58,-0.0226,-84.403
000612,焦作万方,2015-07-07,6.98,3.9546,1.765,0.023,75.87
000613,大东海A,2015-07-08,6.5,0.2315,28.078,-0.0003,-5416.667
000615,湖北金环,2015-07-07,11.37,3.589,3.168,0.47,6.048
000616,海航投资,2015-07-08,6.92,2.9552,2.342,0.01,173.0
000617,石油济柴,2015-07-08,8.27,2.0919,3.953,0.01,206.75
000619,海螺型材,2015-07-08,7.7,6.599,1.167,0.026,74.038
000620,新华联,2015-07-07,8.33,10.4149,0.8,0.01,208.25
000622,恒立实业,2015-04-13,11.32,0.4563,24.808,-0.015,-188.667
000623,吉林敖东,2015-07-08,24.43,14.9474,1.634,0.66,9.254
000625,长安汽车,2015-07-08,16.52,6.028,2.741,0.53,7.792
000626,如意集团,2015-07-08,42.35,3.9055,10.844,0.702,15.082
000627,天茂集团,2015-07-07,6.74,1.0558,6.384,-0.015,-112.333
000628,高新发展,2015-07-07,8.6,0.6969,12.34,-0.048,-44.792
000629,攀钢钒钛,2015-07-08,3.25,1.1796,2.755,-0.0376,-21.609
000630,铜陵有色,2015-03-06,16.93,7.761,2.181,0.03,141.083
000631,顺发恒业,2015-07-08,6.88,3.5347,1.946,0.16,10.75
000632,三木集团,2015-07-08,6.38,2.7097,2.355,0.0064,249.219
000633,合金投资,2015-07-08,8.49,0.5015,16.929,-0.0124,-171.169
000635,英 力 特,2015-07-08,8.25,9.1479,0.902,0.01,206.25
000636,风华高科,2015-07-06,8.49,4.6941,1.809,0.01,212.25
000637,茂化实华,2015-07-08,7.58,1.6008,4.735,0.029,65.345
000638,万方发展,2015-07-07,11.63,0.7436,15.64,-0.0167,-174.102
000639,西王食品,2015-07-08,12.87,6.7353,1.911,0.26,12.375
000650,仁和药业,2015-06-11,17.17,2.1266,8.074,0.0745,57.617
000651,格力电器,2015-07-08,19.64,15.6037,1.259,0.92,5.337
000652,泰达股份,2015-07-08,5.76,1.6163,3.564,0.0023,626.087
000655,金岭矿业,2015-05-21,19.53,5.251,3.719,-0.06,-81.375
000656,金科股份,2015-07-08,5.51,8.7403,0.63,0.09,15.306
000657,中钨高新,2015-07-08,11.14,5.41,2.059,-0.1309,-21.276
000659,*ST中富,2015-07-08,4.14,0.8383,4.939,0.0,无法计算
000661,长春高新,2015-07-08,104.29,11.8513,8.8,0.73,35.716
000662,索芙特,2015-07-07,12.29,1.9878,6.183,-0.0011,-2793.182
000663,永安林业,2015-07-08,9.32,1.5576,5.984,-0.004,-582.5
000665,湖北广电,2015-05-22,27.9,8.0483,3.467,0.15,46.5
000666,经纬纺机,2015-07-08,10.67,8.1032,1.317,0.14,19.054
000667,美好集团,2015-07-07,4.29,2.1343,2.01,0.0048,223.438
000668,荣丰控股,2015-05-22,34.79,4.1749,8.333,-0.07,-124.25
000669,金鸿能源,2015-04-30,37.92,8.432,4.497,0.1541,61.518
000670,盈方微,2015-07-07,8.74,1.7214,5.077,0.0052,420.192
000671,阳 光 城,2015-07-03,16.2,5.139,3.152,0.14,28.929
000672,上峰水泥,2015-06-02,12.05,2.17,5.553,0.04,75.313
000673,当代东方,2015-07-02,26.87,0.0273,984.249,-0.0243,-276.44
000678,襄阳轴承,2015-07-08,5.88,2.4353,2.414,-0.009,-163.333
000679,大连友谊,2015-05-27,16.48,4.4637,3.692,0.35,11.771
000680,山推股份,2015-07-08,5.22,3.226,1.618,-0.0554,-23.556
000681,视觉中国,2015-07-07,25.02,31.7887,0.787,0.0286,218.706
000682,东方电子,2015-07-08,4.46,1.501,2.971,0.0056,199.107
000683,远兴能源,2015-06-12,11.54,3.7549,3.073,0.02,144.25
000685,中山公用,2015-07-08,11.99,10.1778,1.178,0.44,6.813
000686,东北证券,2015-07-08,15.06,4.8129,3.129,0.28,13.446
000687,恒天天鹅,2015-07-07,11.55,1.7614,6.557,-0.068,-42.463
000688,建新矿业,2015-06-09,17.07,1.074,15.894,0.0122,349.795
000690,宝新能源,2015-07-08,9.23,2.7016,3.416,0.09,25.639
000691,亚太实业,2015-05-11,10.13,0.398,25.452,0.0002,12662.5
000692,惠天热电,2015-07-08,5.23,2.6731,1.957,0.2558,5.111
000693,华泽钴镍,2015-06-29,20.57,2.559,8.038,-0.0132,-389.583
000695,滨海能源,2015-07-08,14.06,1.4744,9.536,0.035,100.429
000697,炼石有色,2015-05-15,33.85,2.5482,13.284,0.007,1208.929
000698,沈阳化工,2015-07-08,6.12,4.6335,1.321,-0.087,-17.586
000700,模塑科技,2015-04-14,27.28,5.985,4.558,0.2279,29.925
000701,厦门信达,2015-07-07,13.6,5.9502,2.286,0.1225,27.755
000702,正虹科技,2015-07-08,6.65,1.7866,3.722,0.0087,191.092
000703,恒逸石化,2015-07-08,9.03,4.4043,2.05,0.04,56.437
000705,浙江震元,2015-07-08,8.83,3.6636,2.41,0.0204,108.211
000707,双环科技,2015-06-08,11.62,3.0904,3.76,0.012,242.083
000708,大冶特钢,2015-05-12,14.12,7.5151,1.879,0.133,26.541
000709,河北钢铁,2015-06-29,7.0,4.0697,1.72,0.018,97.222
000710,天兴仪表,2015-07-06,14.04,0.8234,17.051,-0.0365,-96.164
000711,*ST京蓝,2015-06-23,22.63,1.487,15.219,-0.09,-62.861
000712,锦龙股份,2015-07-07,21.85,3.1106,7.024,0.22,24.83
000713,丰乐种业,2015-07-08,7.88,4.5663,1.726,0.0679,29.013
000715,中兴商业,2015-07-06,12.38,3.9767,3.113,0.041,75.488
000716,黑芝麻,2015-06-05,23.75,5.9405,3.998,0.096,61.849
000717,韶钢松山,2015-07-08,4.0,1.0357,3.862,-0.1781,-5.615
000718,苏宁环球,2015-07-07,10.98,2.395,4.585,0.01,274.5
000719,大地传媒,2015-07-08,18.14,7.1757,2.528,0.1,45.35
000720,新能泰山,2015-06-11,17.01,1.0337,16.455,0.0367,115.872
000721,西安饮食,2015-07-07,8.11,1.3812,5.872,-0.0061,-332.377
000722,湖南发展,2015-07-08,12.07,5.3306,2.264,0.05,60.35
000723,美锦能源,2015-07-07,10.6,1.6081,6.592,-0.043,-61.628
000725,京东方Ａ,2015-07-07,3.64,2.185,1.666,0.028,32.5
000726,鲁  泰Ａ,2015-07-08,11.9,7.0538,1.687,0.16,18.594
000727,华东科技,2015-07-08,8.25,4.7416,1.74,-0.0033,-625.0
000728,国元证券,2015-07-08,21.75,9.1927,2.366,0.37,14.696
000729,燕京啤酒,2015-07-08,7.08,4.3775,1.617,0.019,93.158
000731,四川美丰,2015-07-08,7.12,4.5332,1.571,0.0296,60.135
000732,泰禾集团,2015-07-08,20.83,5.0988,4.085,0.2344,22.216
000733,振华科技,2015-07-07,15.93,7.1732,2.221,0.05,79.65
000735,罗 牛 山,2015-07-08,5.61,1.9048,2.945,0.018,77.917
000736,中房地产,2015-07-08,8.25,5.6686,1.455,0.014,147.321
000737,南风化工,2015-06-10,11.66,0.5732,20.342,-0.0985,-29.594
000738,中航动控,2015-07-08,17.62,4.0071,4.397,0.0196,224.745
000739,普洛药业,2015-07-08,6.64,2.0526,3.235,0.042,39.524
000748,长城信息,2015-06-17,34.88,5.9009,5.911,-0.0062,-1406.452
000750,国海证券,2015-07-08,12.87,3.1135,4.134,0.18,17.875
000751,锌业股份,2015-07-08,5.78,1.3817,4.183,0.01,144.5
000752,西藏发展,2015-07-08,10.33,2.9666,3.482,0.0249,103.715
000753,漳州发展,2015-07-07,4.81,2.8169,1.708,0.006,200.417
000755,山西三维,2015-07-08,5.65,3.4693,1.629,-0.201,-7.027
000756,新华制药,2015-07-08,7.39,4.0211,1.838,0.03,61.583
000757,浩物股份,2015-07-08,7.43,1.182,6.286,0.01,185.75
000758,中色股份,2015-07-08,12.15,4.6893,2.591,0.059,51.483
000759,中百集团,2015-07-08,6.89,4.5118,1.527,0.07,24.607
000760,斯太尔,2015-07-06,7.52,2.8056,2.68,-0.04,-47.0
000761,本钢板材,2015-06-19,7.75,4.9299,1.572,0.023,84.239
000762,西藏矿业,2015-07-08,10.11,3.3659,3.004,-0.0377,-67.042
000766,通化金马,2015-03-19,8.47,2.1926,3.863,0.0312,67.869
000767,漳泽电力,2015-07-08,5.07,2.3313,2.175,0.03,42.25
000768,中航飞机,2015-07-08,25.22,4.4222,5.703,-0.0743,-84.859
000776,广发证券,2015-07-08,18.27,7.075,2.582,0.43,10.622
000777,中核科技,2015-07-08,19.6,2.8491,6.879,0.0508,96.457
000778,新兴铸管,2015-06-12,12.96,4.5519,2.847,0.0127,255.118
000779,三毛派神,2015-07-08,9.93,1.474,6.737,-0.05,-49.65
000780,平庄能源,2015-07-07,5.53,4.6124,1.199,-0.03,-46.083
000782,美达股份,2015-06-05,28.35,2.3705,11.96,0.07,101.25
000783,长江证券,2015-07-08,10.9,3.1253,3.488,0.16,17.031
000785,武汉中商,2015-07-08,8.54,3.4147,2.501,0.05,42.7
000786,北新建材,2015-04-09,37.59,10.3096,3.646,0.114,82.434
000788,北大医药,2015-05-22,20.72,1.7172,12.066,-0.14,-37.0
000789,万年青,2015-07-08,6.15,6.2803,0.979,0.1413,10.881
000790,华神集团,2015-07-03,11.25,1.654,6.802,0.0109,258.028
000791,甘肃电投,2015-07-08,7.97,4.8775,1.634,-0.1766,-11.283
000792,盐湖股份,2015-07-07,17.72,11.1328,1.592,0.0084,527.381
000793,华闻传媒,2015-05-25,20.8,3.8609,5.387,0.0408,127.451
000795,太原刚玉,2015-07-08,7.91,2.1907,3.611,-0.07,-28.25
000796,易食股份,2015-07-08,13.46,2.2406,6.007,0.0331,101.662
000797,中国武夷,2015-07-07,21.12,2.8273,7.47,0.07,75.429
000798,中水渔业,2015-07-07,9.49,2.6483,3.583,0.0137,173.175
000799,*ST酒鬼,2015-06-05,20.77,5.1925,4.0,0.0586,88.609
000800,一汽轿车,2015-07-08,13.34,5.4584,2.444,0.0846,39.421
000801,四川九洲,2015-07-07,16.29,3.3056,4.928,0.0235,173.298
000802,北京文化,2015-07-07,22.29,2.3754,9.384,-0.0047,-1185.638
000803,金宇车城,2015-07-08,13.97,1.1707,11.933,-0.01,-349.25
000806,银河投资,2015-06-29,26.9,1.809,14.87,0.0382,176.047
000807,云铝股份,2015-07-07,5.11,2.1792,2.345,-0.05,-25.55
000809,铁岭新城,2015-07-08,6.15,6.3137,0.974,-0.013,-118.269
000810,创维数字,2015-07-03,20.57,4.1222,4.99,0.1389,37.023
000811,烟台冰轮,2015-07-08,9.12,4.1604,2.192,0.09,25.333
000812,陕西金叶,2015-06-19,19.05,1.942,9.809,0.0158,301.424
000813,天山纺织,2015-04-30,11.25,2.2724,4.951,0.011,255.682
000815,*ST美利,2015-07-08,17.35,-0.7337,-23.647,-0.2,-21.688
000816,智慧农业,2015-07-08,5.99,2.3439,2.556,0.013,115.192
000818,方大化工,2015-06-05,14.19,2.9416,4.824,0.0279,127.151
000819,岳阳兴长,2015-07-08,19.62,2.7747,7.071,0.051,96.176
000820,金城股份,2015-04-30,16.96,0.7938,21.366,-0.003,-1413.333
000821,京山轻机,2015-07-06,17.45,3.197,5.458,0.07,62.321
000822,山东海化,2015-07-08,5.1,2.4708,2.064,0.07,18.214
000823,超声电子,2015-07-08,8.36,5.3087,1.575,0.051,40.98
000825,太钢不锈,2015-07-08,4.37,4.3901,0.995,0.003,364.167
000826,桑德环境,2015-07-07,30.64,6.355,4.821,0.191,40.105
000828,东莞控股,2015-07-08,8.37,4.0352,2.074,0.1665,12.568
000829,天音控股,2015-07-08,9.0,2.3468,3.835,0.02,112.5
000830,鲁西化工,2015-07-08,6.54,4.1513,1.575,0.07,23.357
000831,五矿稀土,2015-07-08,13.6,2.5387,5.357,0.003,1133.333
000833,贵糖股份,2015-07-07,12.51,2.8778,4.347,0.0112,279.241
000835,长城动漫,2015-07-08,10.31,1.3596,7.583,-0.0115,-224.13
000836,鑫茂科技,2015-07-08,11.0,3.6264,3.033,-0.0746,-36.863
000837,秦川机床,2015-07-07,10.55,4.3195,2.442,-0.0313,-84.265
000838,国兴地产,2015-07-08,12.77,2.2316,5.722,-0.0477,-66.929
000839,中信国安,2015-06-26,23.57,4.2804,5.506,0.0461,127.82
000848,承德露露,2015-07-08,14.35,3.075,4.667,0.46,7.799
000850,华茂股份,2015-05-06,10.98,4.0408,2.717,0.085,32.294
000851,高鸿股份,2015-07-08,9.15,4.3139,2.121,-0.0094,-243.351
000852,江钻股份,2015-07-07,20.7,2.9203,7.088,-0.05,-103.5
000856,冀东装备,2015-07-06,9.92,1.8001,5.511,-0.12,-20.667
000858,五 粮 液,2015-07-08,21.92,10.9672,1.999,0.58,9.448
000859,国风塑业,2015-07-08,4.82,2.4271,1.986,-0.015,-80.333
000860,顺鑫农业,2015-07-08,15.02,9.2383,1.626,0.3365,11.159
000861,海印股份,2015-07-02,17.41,2.5159,6.92,0.04,108.813
000862,银星能源,2015-05-20,11.81,3.11,3.797,-0.01,-295.25
000863,三湘股份,2015-02-12,7.52,6.8559,1.097,-0.07,-26.857
000868,安凯客车,2015-07-08,5.39,1.7836,3.022,0.01,134.75
000869,张  裕Ａ,2015-07-08,35.92,10.7449,3.343,0.77,11.662
000875,吉电股份,2015-07-08,7.34,2.6363,2.784,0.08,22.938
